start_lat,start_lon,name,skill,target_city,priority,let,lon,weather_main,clouds_all,wind_speed,date_time_text,type_craft,speed,fuel_capacity,score
31.79592425,35.21198075969497,John Doe,8,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Helicopter,400,800,0.5077802271511052
31.79592425,35.21198075969497,John Doe,8,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Helicopter,400,800,0.4705984679585421
31.79592425,35.21198075969497,John Doe,8,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.3895906260812422
31.79592425,35.21198075969497,John Doe,8,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.2665947585948376
31.79592425,35.21198075969497,John Doe,8,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.483821595513843
31.79592425,35.21198075969497,John Doe,8,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.484168511050942
31.79592425,35.21198075969497,John Doe,8,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.5838384771284576
31.79592425,35.21198075969497,John Doe,8,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.6705569391456657
31.79592425,35.21198075969497,John Doe,8,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.13984061824948604
31.79592425,35.21198075969497,John Doe,8,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.4550238985757076
31.79592425,35.21198075969497,John Doe,8,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.7923552923844132
31.79592425,35.21198075969497,John Doe,8,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.35402907234777087
31.79592425,35.21198075969497,John Doe,8,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.41920149837394777
31.79592425,35.21198075969497,John Doe,8,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.8076249590416795
31.79592425,35.21198075969497,John Doe,8,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.4159830968819159
31.79592425,35.21198075969497,John Doe,8,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.5993388394986385
31.79592425,35.21198075969497,John Doe,8,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Stealth Fighter,1800,3500,0.35008158345966206
31.79592425,35.21198075969497,John Doe,8,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Recon Drone,600,1200,0.7111327236435661
31.79592425,35.21198075969497,John Doe,8,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Recon Drone,600,1200,0.46090607156025143
31.79592425,35.21198075969497,John Doe,8,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Recon Drone,600,1200,0.50879090496528
31.79592425,35.21198075969497,John Doe,8,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Recon Drone,600,1200,0.2529208144747607
31.79592425,35.21198075969497,John Doe,8,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Recon Drone,600,1200,0.47474433401140487
31.79592425,35.21198075969497,John Doe,8,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Recon Drone,600,1200,0.6293739194851395
31.79592425,35.21198075969497,John Doe,8,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Recon Drone,600,1200,0.35260949024425076
31.79592425,35.21198075969497,John Doe,8,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Recon Drone,600,1200,0.4151999372764147
31.79592425,35.21198075969497,John Doe,8,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Recon Drone,600,1200,0.49330388719019846
31.79592425,35.21198075969497,John Doe,8,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Recon Drone,600,1200,0.6573323808706835
31.79592425,35.21198075969497,John Doe,8,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Recon Drone,600,1200,0.4104901903955717
31.79592425,35.21198075969497,John Doe,8,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Recon Drone,600,1200,0.4537214723099282
31.79592425,35.21198075969497,John Doe,8,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Recon Drone,600,1200,0.38091850258586746
31.79592425,35.21198075969497,John Doe,8,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Recon Drone,600,1200,0.41472612164070244
31.79592425,35.21198075969497,John Doe,8,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Recon Drone,600,1200,0.44888828142117565
31.79592425,35.21198075969497,John Doe,8,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.5441856835660756
31.79592425,35.21198075969497,John Doe,8,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.5734285565606897
31.79592425,35.21198075969497,John Doe,8,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.4335304122962433
31.79592425,35.21198075969497,John Doe,8,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.5937542848902504
31.79592425,35.21198075969497,John Doe,8,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.42961821568522773
31.79592425,35.21198075969497,John Doe,8,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.6574175827983466
31.79592425,35.21198075969497,John Doe,8,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.5345536313987292
31.79592425,35.21198075969497,John Doe,8,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.8019561341517092
31.79592425,35.21198075969497,John Doe,8,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.7121634817350151
31.79592425,35.21198075969497,John Doe,8,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.6389104363502722
31.79592425,35.21198075969497,John Doe,8,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.34759727829653403
31.79592425,35.21198075969497,John Doe,8,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.3921596619914423
31.79592425,35.21198075969497,John Doe,8,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.6186389727395645
31.79592425,35.21198075969497,John Doe,8,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.38406560025955155
31.79592425,35.21198075969497,John Doe,8,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Heavy Bomber,850,6000,0.7146000854223564
31.79592425,35.21198075969497,Jane Smith,6,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.28259520719101905
31.79592425,35.21198075969497,Jane Smith,6,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.4572498284486775
31.79592425,35.21198075969497,Jane Smith,6,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.46382328999341377
31.79592425,35.21198075969497,Jane Smith,6,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.5917461387243843
31.79592425,35.21198075969497,Jane Smith,6,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.45031733273323116
31.79592425,35.21198075969497,Jane Smith,6,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.4385181843097232
31.79592425,35.21198075969497,Jane Smith,6,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.49317766457196244
31.79592425,35.21198075969497,Jane Smith,6,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.4940910781796836
31.79592425,35.21198075969497,Jane Smith,6,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.44252988829053447
31.79592425,35.21198075969497,Jane Smith,6,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.4052297034733386
31.79592425,35.21198075969497,Jane Smith,6,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.21940056029817287
31.79592425,35.21198075969497,Jane Smith,6,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.5828094646335942
31.79592425,35.21198075969497,Jane Smith,6,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.3645178896620991
31.79592425,35.21198075969497,Jane Smith,6,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.5178153250476968
31.79592425,35.21198075969497,Jane Smith,6,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Fighter Jet,1500,3000,0.4091342550153686
31.79592425,35.21198075969497,Jane Smith,6,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Bomber,900,5000,0.7127420984906212
31.79592425,35.21198075969497,Jane Smith,6,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Bomber,900,5000,0.49449256665351343
31.79592425,35.21198075969497,Jane Smith,6,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Bomber,900,5000,0.47725538325147937
31.79592425,35.21198075969497,Jane Smith,6,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Bomber,900,5000,0.5486333492632877
31.79592425,35.21198075969497,Jane Smith,6,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Bomber,900,5000,0.7065570748757287
31.79592425,35.21198075969497,Jane Smith,6,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Bomber,900,5000,0.48396262059395906
31.79592425,35.21198075969497,Jane Smith,6,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Bomber,900,5000,0.790034197554131
31.79592425,35.21198075969497,Jane Smith,6,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Bomber,900,5000,0.406616172643699
31.79592425,35.21198075969497,Jane Smith,6,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Bomber,900,5000,0.45453528283759886
31.79592425,35.21198075969497,Jane Smith,6,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Bomber,900,5000,0.5242242711729843
31.79592425,35.21198075969497,Jane Smith,6,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Bomber,900,5000,0.4952235261187771
31.79592425,35.21198075969497,Jane Smith,6,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Bomber,900,5000,0.6845961762536654
31.79592425,35.21198075969497,Jane Smith,6,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Bomber,900,5000,0.4018121822835315
31.79592425,35.21198075969497,Jane Smith,6,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Bomber,900,5000,0.24138468316810574
31.79592425,35.21198075969497,Jane Smith,6,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Bomber,900,5000,0.6014257092909705
31.79592425,35.21198075969497,Jane Smith,6,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Drone,500,1000,0.2944278596377428
31.79592425,35.21198075969497,Jane Smith,6,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Drone,500,1000,0.33965880504085066
31.79592425,35.21198075969497,Jane Smith,6,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Drone,500,1000,0.30200033155723427
31.79592425,35.21198075969497,Jane Smith,6,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Drone,500,1000,0.2655112290034516
31.79592425,35.21198075969497,Jane Smith,6,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Drone,500,1000,0.2631309087173337
31.79592425,35.21198075969497,Jane Smith,6,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Drone,500,1000,0.5993824743576193
31.79592425,35.21198075969497,Jane Smith,6,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Drone,500,1000,0.39417836643390103
31.79592425,35.21198075969497,Jane Smith,6,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Drone,500,1000,0.8601743321145952
31.79592425,35.21198075969497,Jane Smith,6,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Drone,500,1000,0.578000441516705
31.79592425,35.21198075969497,Jane Smith,6,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Drone,500,1000,0.2889633367238517
31.79592425,35.21198075969497,Jane Smith,6,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Drone,500,1000,0.6129969428743971
31.79592425,35.21198075969497,Jane Smith,6,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Drone,500,1000,0.4644344384618369
31.79592425,35.21198075969497,Jane Smith,6,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Drone,500,1000,0.30144823849144897
31.79592425,35.21198075969497,Jane Smith,6,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Drone,500,1000,0.5821764939806817
31.79592425,35.21198075969497,Jane Smith,6,Doha,4,25.2856329,51.5264162,Clear,0,2.16,2024-09-17 00:00:00,Drone,500,1000,0.6663447328436667
31.79592425,35.21198075969497,Jane Smith,6,Damascus,5,33.5130695,36.3095814,Clear,0,2.57,2024-09-17 00:00:00,Helicopter,400,800,0.5846948615177789
31.79592425,35.21198075969497,Jane Smith,6,Beirut,4,33.8959203,35.47843,Clouds,72,3.58,2024-09-17 00:00:00,Helicopter,400,800,0.41786497969469094
31.79592425,35.21198075969497,Jane Smith,6,Amman,3,31.9515694,35.9239625,Clear,0,4.35,2024-09-17 00:00:00,Helicopter,400,800,0.6154838837325994
31.79592425,35.21198075969497,Jane Smith,6,Cairo,3,30.0443879,31.2357257,Clear,0,3.69,2024-09-17 00:00:00,Helicopter,400,800,0.5473872481538095
31.79592425,35.21198075969497,Jane Smith,6,Baghdad,5,33.3061701,44.3872213,Clear,0,4.79,2024-09-17 00:00:00,Helicopter,400,800,0.6382409809271525
31.79592425,35.21198075969497,Jane Smith,6,Tehran,4,35.6892523,51.3896004,Clouds,30,2,2024-09-17 00:00:00,Helicopter,400,800,0.40492198261073126
31.79592425,35.21198075969497,Jane Smith,6,Riyadh,3,24.638916,46.7160104,Clear,0,4.3,2024-09-17 00:00:00,Helicopter,400,800,0.38574136720233665
31.79592425,35.21198075969497,Jane Smith,6,Tripoli,2,32.896672,13.1777923,Clear,1,5.71,2024-09-17 00:00:00,Helicopter,400,800,0.5312378935461407
31.79592425,35.21198075969497,Jane Smith,6,Ankara,4,39.9207886,32.8540482,Clear,2,2.17,2024-09-17 00:00:00,Helicopter,400,800,0.661193710552423
31.79592425,35.21198075969497,Jane Smith,6,Khartoum,3,15.5635972,32.5349123,Clouds,92,5.27,2024-09-17 00:00:00,Helicopter,400,800,0.604454787454705
31.79592425,35.21198075969497,Jane Smith,6,Gaza,5,31.5128679,34.4581358,Clear,2,2.22,2024-09-17 00:00:00,Helicopter,400,800,0.5462703427212263
31.79592425,35.21198075969497,Jane Smith,6,Sanaa,2,15.3538569,44.2058841,Clouds,42,2.03,2024-09-17 00:00:00,Helicopter,400,800,0.549139773371281
31.79592425,35.21198075969497,Jane Smith,6,Manama,2,26.2235041,50.5822436,Clear,0,1.76,2024-09-17 00:00:00,Helicopter,400,800,0.723388251082117
31.79592425,35.21198075969497,Jane Smith,6,Kuwait City,3,29.3796532,47.9734174,Clear,0,2.93,2024-09-17 00:00:00,Helicopter,400,800,0.4531885619955653
